Unnamed: 0.1,Unnamed: 0,Subject_Namespace,Subject,Relation,Object_Namespace,Object,pmid,evidence,Source,Association Score
222.0,222,HGNC,IL1B,INCREASES,GO,neutrophil chemotaxis,20234358.0,"Well-studied molecules that promote neuronal degeneration include interleukin 1β and tumor necrosis factor(TNF).These cytokines in turn induce the synthesis of chemokines, leading to the recruitment of neutrophils and monocytes from the blood ",CBM,
223.0,223,GO,neutrophil chemotaxis,INCREASES,HGNC,IL1B,20234358.0,"Well-studied molecules that promote neuronal degeneration include interleukin 1β and tumor necrosis factor(TNF).These cytokines in turn induce the synthesis of chemokines, leading to the recruitment of neutrophils and monocytes from the blood ",CBM,
224.0,224,HGNC,TNF,INCREASES,GO,monocyte chemotaxis,20234358.0,"Well-studied molecules that promote neuronal degeneration include interleukin 1β and tumor necrosis factor(TNF).These cytokines in turn induce the synthesis of chemokines, leading to the recruitment of neutrophils and monocytes from the blood ",CBM,
225.0,225,GO,monocyte chemotaxis,INCREASES,HGNC,TNF,20234358.0,"Well-studied molecules that promote neuronal degeneration include interleukin 1β and tumor necrosis factor(TNF).These cytokines in turn induce the synthesis of chemokines, leading to the recruitment of neutrophils and monocytes from the blood ",CBM,
226.0,226,GO,inflammatory response,DECREASES,FIXME,lesion size,20234358.0,Evidence from animal models of acute injury indicates that the innate inflammatory response exacerbates lesion size and is detrimental to neurological outcome,CBM,
227.0,227,FIXME,lesion size,DECREASES,GO,inflammatory response,20234358.0,Evidence from animal models of acute injury indicates that the innate inflammatory response exacerbates lesion size and is detrimental to neurological outcome,CBM,
228.0,228,MESH,Wallerian Degeneration,ASSOCIATION,GO,microglial cell activation,20234358.0,"Wallerian degeneration in the CNS is accompanied by the activation of microglia along the degenerating fiber tracts and, over time, foam cells, which are responsible for the removal of degenerating axons and myelin, become evident.",CBM,
229.0,229,GO,microglial cell activation,ASSOCIATION,MESH,Wallerian Degeneration,20234358.0,"Wallerian degeneration in the CNS is accompanied by the activation of microglia along the degenerating fiber tracts and, over time, foam cells, which are responsible for the removal of degenerating axons and myelin, become evident.",CBM,
232.0,232,GO,microglial cell activation,INCREASES,DO,neurodegenerative disease,20234358.0,"Interest in activated microglia as contributors to the progression of chronic neurodegeneration, rather than simply being a consequence of the pathology, was first proposed in AD",CBM,
233.0,233,DO,neurodegenerative disease,INCREASES,GO,microglial cell activation,20234358.0,"Interest in activated microglia as contributors to the progression of chronic neurodegeneration, rather than simply being a consequence of the pathology, was first proposed in AD",CBM,
258.0,258,MESH,Endotoxins,INCREASES,GO,microglial cell activation,20234358.0,"A study in which injection of endotoxin—a potent activator of microglia—into the substantia nigra led to microglial activation and death of dopaminergic cells, however, supports the hypothesis that activated microglia and inflammation might be contributory factors to PD pathogenesis",CBM,
259.0,259,GO,microglial cell activation,INCREASES,MESH,Endotoxins,20234358.0,"A study in which injection of endotoxin—a potent activator of microglia—into the substantia nigra led to microglial activation and death of dopaminergic cells, however, supports the hypothesis that activated microglia and inflammation might be contributory factors to PD pathogenesis",CBM,
260.0,260,MESH,Endotoxins,INCREASES,GO,cell death,20234358.0,"A study in which injection of endotoxin—a potent activator of microglia—into the substantia nigra led to microglial activation and death of dopaminergic cells, however, supports the hypothesis that activated microglia and inflammation might be contributory factors to PD pathogenesis",CBM,
261.0,261,GO,cell death,INCREASES,MESH,Endotoxins,20234358.0,"A study in which injection of endotoxin—a potent activator of microglia—into the substantia nigra led to microglial activation and death of dopaminergic cells, however, supports the hypothesis that activated microglia and inflammation might be contributory factors to PD pathogenesis",CBM,
284.0,284,FIXME,proinflammatory microglia,INCREASES,MESH,Fever,20234358.0,"This switch in microglial phenotype was associated with exaggerated symptoms of sickness behavior such as fever and reduced mobility, increased neuronal loss, and an increase in disease progression",CBM,
285.0,285,MESH,Fever,INCREASES,FIXME,proinflammatory microglia,20234358.0,"This switch in microglial phenotype was associated with exaggerated symptoms of sickness behavior such as fever and reduced mobility, increased neuronal loss, and an increase in disease progression",CBM,
286.0,286,FIXME,proinflammatory microglia,DECREASES,MESH,Motor Activity,20234358.0,"This switch in microglial phenotype was associated with exaggerated symptoms of sickness behavior such as fever and reduced mobility, increased neuronal loss, and an increase in disease progression",CBM,
287.0,287,MESH,Motor Activity,DECREASES,FIXME,proinflammatory microglia,20234358.0,"This switch in microglial phenotype was associated with exaggerated symptoms of sickness behavior such as fever and reduced mobility, increased neuronal loss, and an increase in disease progression",CBM,
288.0,288,FIXME,proinflammatory microglia,DECREASES,MESH,Neurons,20234358.0,"This switch in microglial phenotype was associated with exaggerated symptoms of sickness behavior such as fever and reduced mobility, increased neuronal loss, and an increase in disease progression",CBM,
289.0,289,MESH,Neurons,DECREASES,FIXME,proinflammatory microglia,20234358.0,"This switch in microglial phenotype was associated with exaggerated symptoms of sickness behavior such as fever and reduced mobility, increased neuronal loss, and an increase in disease progression",CBM,
290.0,290,FIXME,proinflammatory microglia,INCREASES,MESH,Disease Progression,20234358.0,"This switch in microglial phenotype was associated with exaggerated symptoms of sickness behavior such as fever and reduced mobility, increased neuronal loss, and an increase in disease progression",CBM,
291.0,291,MESH,Disease Progression,INCREASES,FIXME,proinflammatory microglia,20234358.0,"This switch in microglial phenotype was associated with exaggerated symptoms of sickness behavior such as fever and reduced mobility, increased neuronal loss, and an increase in disease progression",CBM,
292.0,292,MESH,Alarmins,INCREASES,FIXME,microglial priming,20234358.0,"The loss of neurons and their ligands that bind itim receptors on microglia, as well as the presence of DamPs, leads to microglial ‘priming’ as neurodegeneration progresses.",CBM,
293.0,293,FIXME,microglial priming,INCREASES,MESH,Alarmins,20234358.0,"The loss of neurons and their ligands that bind itim receptors on microglia, as well as the presence of DamPs, leads to microglial ‘priming’ as neurodegeneration progresses.",CBM,
300.0,300,HGNC,TNF,INCREASES,FIXME,systemic inflammation,20234358.0,"Furthermore, a study published in 2009 demonstrated that both acute and chronic systemic inflammation are associated with raised levels of serum tnF, which in turn is associated with accelerated, delirium-independent cognitive decline in patients with AD",CBM,
301.0,301,FIXME,systemic inflammation,INCREASES,HGNC,TNF,20234358.0,"Furthermore, a study published in 2009 demonstrated that both acute and chronic systemic inflammation are associated with raised levels of serum tnF, which in turn is associated with accelerated, delirium-independent cognitive decline in patients with AD",CBM,
302.0,302,FIXME,systemic inflammation,ASSOCIATION,MESH,Cognitive Dysfunction,20234358.0,"Furthermore, a study published in 2009 demonstrated that both acute and chronic systemic inflammation are associated with raised levels of serum tnF, which in turn is associated with accelerated, delirium-independent cognitive decline in patients with AD",CBM,
303.0,303,MESH,Cognitive Dysfunction,ASSOCIATION,FIXME,systemic inflammation,20234358.0,"Furthermore, a study published in 2009 demonstrated that both acute and chronic systemic inflammation are associated with raised levels of serum tnF, which in turn is associated with accelerated, delirium-independent cognitive decline in patients with AD",CBM,
304.0,304,DO,obesity,POSITIVE_CORRELATION,DO,Alzheimer's disease,20234358.0,"Also of note is the fact that many of the risk factors for AD, such as obesity, smoking, diabetes,atherosclerosis and periodontitis,are associated with chronic systemic inflammation",CBM,
305.0,305,DO,Alzheimer's disease,POSITIVE_CORRELATION,DO,obesity,20234358.0,"Also of note is the fact that many of the risk factors for AD, such as obesity, smoking, diabetes,atherosclerosis and periodontitis,are associated with chronic systemic inflammation",CBM,
306.0,306,MESH,Smoking,POSITIVE_CORRELATION,DO,Alzheimer's disease,20234358.0,"Also of note is the fact that many of the risk factors for AD, such as obesity, smoking, diabetes,atherosclerosis and periodontitis,are associated with chronic systemic inflammation",CBM,
307.0,307,DO,Alzheimer's disease,POSITIVE_CORRELATION,MESH,Smoking,20234358.0,"Also of note is the fact that many of the risk factors for AD, such as obesity, smoking, diabetes,atherosclerosis and periodontitis,are associated with chronic systemic inflammation",CBM,
308.0,308,DO,diabetes mellitus,POSITIVE_CORRELATION,DO,Alzheimer's disease,20234358.0,"Also of note is the fact that many of the risk factors for AD, such as obesity, smoking, diabetes,atherosclerosis and periodontitis,are associated with chronic systemic inflammation",CBM,
